,Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen,latitude,longitude
776,Daphne's California Greek,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-528-7450,"17136 Ventura Blvd, Los Angeles, CA 91316-4003",10 reviews,4.0,http://www.daphnes.biz/,https://daphnes.biz/greek-foods-menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/f9/bd/94/daphne-s-greek-cafe.jpg,34.160275539888055,-118.50634535125765
777,Darna Mediterranean Cuisine,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-914-4188,"19737 Ventura Blvd, Los Angeles, CA 91364-2605",3 reviews,4.0,https://www.facebook.com/darnala/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1a/d4/8e/fa/schnitzel-plate.jpg,34.172619387755105,-118.562843
778,Dining At The Getty,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 310-440-6052,"1200 Getty Center Dr, Los Angeles, CA 90049-1657",1 review,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1d/70/c0/7a/dessert.jpg,34.07695125,-118.47571198123117
779,Document,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 310-465-8135,"3850 Wilshire Blvd Ste 107, Los Angeles, CA 90010-3206",1 review,4.0,No disponible,No disponible,No disponible,No disponible,None,None
780,Document,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 310-465-8135,"3850 Wilshire Blvd Ste 107, Los Angeles, CA 90010-3206",1 review,4.0,No disponible,No disponible,No disponible,No disponible,None,None
781,Ebla,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-578-5261,"6027 Reseda Blvd, Los Angeles, CA 91356-1506",2 reviews,4.0,https://www.facebook.com/Ebla-Restaurant-1537428046584966/timeline?ref=page_internal,No disponible,No disponible,No disponible,34.18007666666667,-118.536112
782,El Buen Gusto Restaurant Family,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-953-9032,"3140 Glendale Blvd, Los Angeles, CA 90039-1806",1 review,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/15/b4/ea/b9/img-20181212-173122-largejpg.jpg,34.1166125,-118.26200133333334
783,El Buen Gusto Restaurants 4,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-906-9796,"2829 Fletcher Dr, Los Angeles, CA 90039-2414",5 reviews,4.0,https://www.facebook.com/pages/El-Buen-Gusto-Restaurants-4/108186745890381,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/b4/83/05/this-review-is-a-sign.jpg,34.112056379310346,-118.24951706896552
784,El Charro Restaurant,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 213-483-0669,"1621 W 6th St, Los Angeles, CA 90017-1001",1 review,4.0,No disponible,No disponible,No disponible,No disponible,34.05712943254474,-118.26924012903842
785,El Nuevo Ilobasco  Family Restaurant,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 866-667-0794,"1436 S Vermont Ave, Los Angeles, CA 90006-4504",0 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.045869187919465,-118.29149434899328
786,El Nuevo San Salvador,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-665-1772,"5230 Santa Monica Blvd, Los Angeles, CA 90029-1210",0 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.09071925,-118.304065625
787,Ela Greek Eats,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 424-330-0003,"307 Lincoln Blvd, Los Angeles, CA 90291-2842",2 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/d9/cc/bf/chicken-exohiko.jpg,34.0008802,-118.4678143
788,Espi Fresh Inc,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 615-608-8657,"837 S Alameda St, Los Angeles, CA 90021-2429",0 reviews,4.5,http://espifresh.com/,No disponible,aldojavier.chang@gmail.com,No disponible,34.0289426,-118.23908448
789,Etta (Culver City),Los Angeles,Italiano,Moderado-Alto,No disponible,+1 424-570-4444,"8801 Washington Blvd, Culver City, CA 90232-2323",1 review,4.5,https://www.facebook.com/ettaculvercity/,No disponible,culvercity@ettarestaurant.com,No disponible,34.028025,-118.387391
790,Euro Fusion Cuisine,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-352-2220,"10024 Commerce Ave Tujunga, Los Angeles, CA 91042-2304",1 review,4.5,No disponible,No disponible,No disponible,No disponible,34.25079869387755,-118.28852
791,Fabios Pasta,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 424-744-8913,"1301 Ocean Front Walk #7, Los Angeles, CA 90291-3604",0 reviews,4.5,http://fabiospasta.com/,No disponible,fabiolaivenice@gmail.com,No disponible,None,None
792,Farida,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-498-5100,"6266 W Sunset Blvd, Los Angeles, CA 90028-8725",3 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.09791833333333,-118.32558409523809
793,Fat Tomato Pizza,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 314-514-8914,"1389 W Park Western Dr, Los Angeles, CA 90732-2300",5 reviews,4.5,No disponible,No disponible,fattomatosanpedro@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/15/ea/75/d4/photo0jpg.jpg,33.752058,-118.308345
794,Father Nature Lavash Bistro,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 626-568-9814,"17 N de Lacey Ave, Pasadena, CA 91103-3602",4 reviews,4.5,https://fathernaturelavashwraps.weebly.com/,No disponible,No disponible,No disponible,34.1461419,-118.1523423
795,Fiesta Feast,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 310-459-7380,"17336 W Sunset Blvd, Los Angeles, CA 90272-4102",5 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/99/e4/09/fiesta-feast-90272-4.jpg,34.0732291,-118.4657971
796,French Cafe,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 213-622-5917,"934 S Los Angeles St, Los Angeles, CA 90015-1777",0 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.04024424489796,-118.25467434693878
797,French Connection Cafe,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-222-2777,"22616 Ventura Blvd, Los Angeles, CA 91364-1415",2 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.167237130434785,-118.61920173913043
798,French Pastry Cafe De Jour,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-247-9645,"1017 E Broadway, Glendale, CA 91205-1205",1 review,4.5,No disponible,No disponible,No disponible,No disponible,34.14634933574208,-118.24274855141789
799,FrenchiFornia,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 626-319-3031,"247 E Colorado Blvd, Pasadena, CA 91101-1903",12 reviews,4.5,http://frenchifornia.business.site/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/25/96/90/some-of-my-favorites.jpg,34.1459062,-118.14454239999999
800,Fresh Grill Mediterranean,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-855-1501,"15355 Sherman Way Suite O, Los Angeles, CA 91406-4200",0 reviews,4.5,http://freshgrillcuisine.com/,https://freshgrill.clorder.com/ordermenu.aspx,freshgrillmediterranean@gmail.com,No disponible,None,None
801,Fresh Pita Organic Express,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 424-835-4130,"4315 Sepulveda Blvd, Culver City, CA 90230-4715",3 reviews,4.5,No disponible,No disponible,freshpitaorganicexpress@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/13/8d/e8/80/perfect.jpg,34.00426083333333,-118.4094145
802,Funculo,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 310-689-9396,"724 S Spring St, Los Angeles, CA 90014-2936",2 reviews,4.5,No disponible,No disponible,funculo1@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/16/87/e5/b2/photo0jpg.jpg,34.044202,-118.252146
803,Garçons de Café.,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-304-8399,"541 S Spring St Ste 114, Los Angeles, CA 90013-1974",1 review,4.5,No disponible,No disponible,No disponible,No disponible,None,None
804,Gelson's - West Hollywood,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-656-5580,"8330 Santa Monica Blvd, West Hollywood, CA 90069-4308",4 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/23/f8/a0/92/caption.jpg,34.09060530612245,-118.37161657142858
805,George's Greek Grill,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 310-360-0222,"8807 Santa Monica Blvd, West Hollywood, CA 90069-4535",5 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/41/12/7f/salmon-kabob.jpg,34.0858007,-118.3832363
806,Georgio's California Pizza & Pasta,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-985-1072,"111992 Ventura Boulevard, Los Angeles, CA 91604",1 review,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d788320-Reviews-Georgio_s_California_Pizza_Pasta-Los_Angeles_California.html#,No disponible,No disponible,None,None
807,Ggiata Delicatessen,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-798-5713,"5009 Melrose Ave, Los Angeles, CA 90038-4106",0 reviews,4.5,http://www.ggiata.com/,No disponible,hello@ggiata.com,No disponible,34.0834619,-118.3313588
808,Giamela's Submarine Sandwiches,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-661-9444,"3178 Los Feliz Blvd, Los Angeles, CA 90039-1507",10 reviews,4.5,https://www.facebook.com/Giamelas,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/fa/e4/4d/best-sub-is-the-pepper.jpg,34.1234809,-118.2680916
809,Gino's East Chicago Pizza of LA,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-788-5050,"12924 Riverside Dr Location Is Sherman Oaks, Los Angeles, CA 91423-2210",4 reviews,4.5,http://ginoseast.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1d/32/f3/e8/there-is-a-lot-of-cheese.jpg,None,None
810,Golden Indian Grill and Italian Pizza,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-930-2193,"5954 W Pico Blvd, Los Angeles, CA 90035-2658",2 reviews,4.5,http://ordergoldenindiangrill.com/,https://ordergoldenindiangrill.com/menu,No disponible,No disponible,34.05197647368421,-118.36954415789474
811,Good Greek Grill,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-326-7228,"1820 N Vermont Ave, Los Angeles, CA 90027-4213",9 reviews,4.5,http://www.goodgreekgrill.com/,No disponible,goodgreekgrill@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/0d/c7/c6/c0/your-street-view.jpg,34.1043192,-118.2916185
812,Grandmaster Recorder,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-963-7800,"1518 N Cahuenga Blvd, Los Angeles, CA 90028-7313",3 reviews,4.5,https://www.facebook.com/grandmasterrecorders/,No disponible,info@grandmasterrecorders.com,https://media-cdn.tripadvisor.com/media/photo-s/24/29/ef/07/interior-of-restaurant.jpg,34.09839548979592,-118.32941283673469
813,Grillers Mediterranean Kitchen,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-945-5525,"425 N Brand Blvd, Glendale, CA 91203-2305",2 reviews,4.5,http://grillersmediterranean.com/,https://grillersmediterranean.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/dc/72/8e/lule-and-salmon-plate.jpg,34.152091285714285,-118.25517565306123
814,Grilliant,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 424-361-5100,"3850 Main St Suite C, Culver City, CA 90232-2620",2 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/17/d0/88/photo1jpg.jpg,None,None
815,Gulp,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 213-628-3407,"735 S Figueroa St #133, Los Angeles, CA 90017-2571",7 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/12/a9/cb/4f/photo0jpg.jpg,None,None
816,Hearts & Flame,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 213-722-3050,"225 S Garey St, Los Angeles, Ca, Los Angeles, CA 90012-4322",0 reviews,4.5,http://heartsandflame.com/,No disponible,info@heartsandflame.com,No disponible,34.0464102,-118.2352472
817,Hi Pizza Italian Kitchen,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 213-380-5757,"119 S Western Ave, Los Angeles, CA 90004-4101",3 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.072615469387756,-118.3092297142857
818,Hungry Crowd,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-853-7858,"10140 Riverside Dr Toluca Lake, Lake Los Angeles, CA 91602-2532",3 reviews,4.5,https://eathungrycrowd.com/,No disponible,info@eatHungryCrowd.com,https://media-cdn.tripadvisor.com/media/photo-s/24/7e/c0/28/absolutely-delicious.jpg,34.152123828571426,-118.35195937142858
819,Ike's Love and Sandwiches,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-280-3010,"19500 Plummer St Unit B-12, Los Angeles, CA 91324-2144",1 review,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1d/86/d5/a4/ike-sq.jpg,None,None
820,Ilobasqueno Restaurant,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-468-0119,"5027 Melrose Ave, Los Angeles, CA 90038-4106",4 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.0834619,-118.3313588
821,Island Boy Cafe,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 213-377-2373,"5025 W Pico Blvd, Los Angeles, CA 90019-4127",0 reviews,4.5,No disponible,No disponible,contact@islandboycafe.com,No disponible,34.047877428571425,-118.34672385714286
822,Issima,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 310-405-0779,"623 N La Peer Dr La Peer Hotel, West Hollywood, CA 90069-5601",7 reviews,4.5,No disponible,No disponible,reservations@issima.la,https://media-cdn.tripadvisor.com/media/photo-s/24/2f/e4/5d/main-bar.jpg,None,None
823,Italian Pizza Kitchen,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-886-2033,"8237 Tampa Ave, Los Angeles, CA 91335-1133",0 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.219728490924844,-118.55365086250833
824,Italiano's Pizza,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-255-6155,"5101 York Blvd, Los Angeles, CA 90042-1715",2 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.121147,-118.204555
825,Italiano's Pizza,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-255-0016,"6500 N Figueroa St, Los Angeles, CA 90042-2101",2 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/15/e1/b0/95/photo0jpg.jpg,34.120287,-118.183686
826,Joe & the Juice,Los Angeles,Italiano,Moderado-Alto,No disponible,No disponible,"8016 W 3rd St, Los Angeles, CA 90048-4307",0 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.071849,-118.3644552
827,Joe & The Juice,Los Angeles,Italiano,Moderado-Alto,No disponible,No disponible,"9632 Santa Monica Blvd, Beverly Hills, CA 90210-4402",2 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.069072,-118.406388
828,Joe & The Juice,Los Angeles,Italiano,Moderado-Alto,No disponible,No disponible,"11906 San Vicente Blvd, Los Angeles, CA 90049-5004",1 review,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1a/39/76/cd/photo0jpg.jpg,34.0734236,-118.3777681
829,Journeymen,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-284-8879,"3219 Glendale Blvd, Los Angeles, CA 90039-1831",2 reviews,4.5,No disponible,No disponible,info@journeymenla.com,No disponible,34.1183895,-118.260849
830,L'ambiance Cafe,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-654-8333,"17777 Ventura Blvd, Los Angeles, CA 91316-3736",0 reviews,4.5,No disponible,No disponible,lambiance.cafe@gmail.com,No disponible,34.16286063265306,-118.51977767346938
831,La Canada Imports,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-790-6277,"1537 Foothill Blvd, La Canada Flintridge, CA 91011-2918",8 reviews,4.5,http://www.lacanadaimports.com/,No disponible,No disponible,No disponible,34.20924692147191,-118.21045339442811
832,La Carreta Salvadorian Food,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-786-0311,"7301 Van Nuys Blvd, Los Angeles, CA 91405-1945",0 reviews,4.5,No disponible,No disponible,No disponible,No disponible,34.203138,-118.448859
833,La Forcaccia,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-893-7123,"8610 Van Nuys Blvd Ste 1007, Los Angeles, CA 91402-7216",0 reviews,4.5,https://www.laforcacciaca.com/,https://slicelife.com/restaurants/ca/panorama-city/91402/la-forcaccia-panorama-city/menu?utm_campaign=partner_websites,No disponible,No disponible,None,None
834,La Pizza La Pasta,Los Angeles,Italiano,Moderado-Alto,No disponible,No disponible,"20250 Santa Monica Blvd, Los Angeles, CA 90067",4 reviews,4.5,http://eataly.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1c/c1/4a/07/photo2jpg.jpg,None,None
835,LA Sandwich Bar,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-424-3046,"8360 Melrose Ave, Los Angeles, CA 90069-6518",1 review,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/53/ee/a2/photo0jpg.jpg,34.08356604761905,-118.37240914285714
836,Lago D'Argento Pizzeria,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-300-5500,"2611 Hyperion Ave, Los Angeles, CA 90027-3318",4 reviews,4.5,No disponible,No disponible,jamesblackley@pizzerialago.com,https://media-cdn.tripadvisor.com/media/photo-s/05/9c/2f/6a/lago-d-argento-pizzeria.jpg,34.1060181,-118.2728052
837,Le Petit Marche,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-380-6557,"5665 Melrose Ave, Los Angeles, CA 90038-3909",2 reviews,4.5,No disponible,No disponible,LEPETITEMARCHE.LA@GMAIL.COM,https://media-cdn.tripadvisor.com/media/photo-s/16/6f/18/8c/fresh-baked-pastries.jpg,34.0835775483871,-118.32394858064517
838,Les Noces Du Figaro,Los Angeles,Italiano,Moderado-Alto,No disponible,21362222116,"618 S Broadway, Los Angeles, CA 90014-1807",19 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/06/27/43/ad/caption.jpg,34.0459934,-118.2523539
839,Loupiotte Kitchen,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 323-445-2738,"1726 N Vermont Ave, Los Angeles, CA 90027-4306",2 reviews,4.5,No disponible,No disponible,loupiottekichen@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/9c/af/ba/scrambled-eggs-cappuccino.jpg,34.1025089,-118.291624
840,Lucky 7 Pizza,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 747-777-5757,"440 W Broadway Ste A, Glendale, CA 91204",4 reviews,4.5,http://lucky7.pizza/,http://lucky7.pizza/menu/pizza,lucky7pizza@gmail.com,https://media-cdn.tripadvisor.com/media/photo-w/04/cd/62/8b/makhloot-pizza.jpg,None,None
841,Lucy's Pizza and Burgers,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-241-6330,"624 E Colorado St Ste A, Glendale, CA 91205-5320",6 reviews,4.5,http://www.lucyspizzaglendale.com/,http://www.lucyspizzaglendale.com/menu,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/10/11/d7/photo0jpg.jpg,None,None
842,Lure Fish House,Los Angeles,Italiano,Moderado-Alto,No disponible,+1 818-649-9523,"20001 Rinaldi St, Los Angeles, CA 91326-4906",2 reviews,4.5,No disponible,No disponible,customerservice@lurefishhouse.com,https://media-cdn.tripadvisor.com/media/photo-s/24/52/10/34/kitchen.jpg,34.2756,-118.570295
843,Lure Fish House,Los Angeles,Italiano,Moderado-Alto,No disponible,No disponible,"20000 Rinaldi St # 20250, Los Angeles, CA 91326-4900",3 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/23/80/7b/4d/caption.jpg,None,None
