Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen
SunCafe Organic,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-927-4100,"10820 Ventura Blvd, Los Angeles, CA 91604-3338",105 reviews,4.5,No disponible,No disponible,sales@sunpowernatural.com,https://media-cdn.tripadvisor.com/media/photo-s/0e/4e/58/5c/nachos-with-sunchorizo.jpg
Sunnin Lebanese Cafe,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-475-3358,"1776 Westwood Blvd, Los Angeles, CA 90024-5608",50 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/12/45/f1/photo0jpg.jpg
Tabula Rasa Bar,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 213-290-6309,"5125 Hollywood Blvd, Los Angeles, CA 90027-6105",11 reviews,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/dd/28/49/california-wine-bar-tabula.jpg
Taix French Country Cuisine,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 213-484-1265,"1911 W Sunset Blvd, Los Angeles, CA 90026-3228",137 reviews,4.5,http://taixfrench.com/,No disponible,info@taixfrench.com,https://media-cdn.tripadvisor.com/media/photo-s/0d/aa/16/8e/taix-french-restaurant.jpg
Tarantino's Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-796-7836,"784 E Green St, Pasadena, CA 91101-2118",61 reviews,4.5,http://www.tarantinospasadena.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/11/d6/5b/dc/photo2jpg.jpg
Tarme Mediterranean Grill,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-696-1610,"744 S Glendale Ave, Glendale, CA 91205-2366",8 reviews,4.0,No disponible,No disponible,info@tarmegrill.com,https://media-cdn.tripadvisor.com/media/photo-s/12/18/49/45/angus-beef-kabob-plate.jpg
Terra,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 213-310-8008,"10250 Santa Monica Blvd, Los Angeles, CA 90067",47 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/42/bd/93/photo0jpg.jpg
Terroni,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-954-0300,"7605 Beverly Blvd, Los Angeles, CA 90036-2705",247 reviews,4.0,http://www.terroni.ca/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/d6/86/8c/20191027-124634-largejpg.jpg
Terroni - LA,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 416-504-0320,"802 S Spring St, Los Angeles, CA 90014-2904",156 reviews,4.0,http://www.terroni.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0b/f8/fa/b9/front-dining-area.jpg
Thai Angel,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 323-798-5575,"149 N Western Ave, Los Angeles, CA 90004-4105",0 reviews,No disponible,No disponible,No disponible,Thaiangelbar@gmail.com,No disponible
The Bar,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 310-860-5832,"225 N Canon Dr at Montage Beverly Hills, Beverly Hills, CA 90210-5301",12 reviews,5.0,No disponible,No disponible,mbh.dining@montage.com,https://media-cdn.tripadvisor.com/media/photo-s/11/50/6b/a7/the-garden-bar-at-montage.jpg
The Black Sheep,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 213-689-5022,"126 E 6th St, Los Angeles, CA 90014-2006",10 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/12/82/30/94/photo2jpg.jpg
The Capri Italian Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-257-3225,"Viale Giacomo Matteotti 15, Los Angeles, CA 900413-0664",31 reviews,4.0,http://www.thecaprirestaurant.com/,https://www.facebook.com/TheCapri1/app/160363220729661/,info@thecaprirestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/16/7b/01/7d/heart-shaped-salad-pizza.jpg
The Den on Sunset,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 323-656-0336,"8226 W Sunset Blvd, West Hollywood, CA 90046-2414",53 reviews,4.0,No disponible,No disponible,info@thedenonsunset.com,https://media-cdn.tripadvisor.com/media/photo-s/17/7f/fe/df/20190509-173713-largejpg.jpg
The Doughroom,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 424-258-6194,"3409 Overland Ave, Los Angeles, CA 90034-5405",20 reviews,4.5,http://www.thedoughroom.com/,http://www.thedoughroom.com/#menu-section,hello@thedoughroom.com,https://media-cdn.tripadvisor.com/media/photo-p/11/78/d6/24/spaghetti.jpg
The Downey Pizza Co.,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 562-862-1112,"9026 Florence Ave, Downey, CA 90240-3494",82 reviews,4.5,No disponible,No disponible,DowneyPizzaCo@yahoo.com,https://media-cdn.tripadvisor.com/media/photo-s/10/62/4b/70/photo0jpg.jpg
The Fitting Room at The Chamberlain,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 310-657-7400,"1000 Westmount Dr, West Hollywood, CA 90069-4142",41 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/27/19/3f/1d/the-fitting-room.jpg
The French Crepe Co.,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 323-960-0933,"6801 Hollywood Blvd Ste 403, Los Angeles, CA 90028-6145",133 reviews,4.0,http://www.frenchcrepe.com/,http://frenchcrepe.com/new/menu/,frenchcrepe@att.net,https://media-cdn.tripadvisor.com/media/photo-s/09/72/b3/32/the-french-crepe-co.jpg
The Gate to the Mediterranean,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-788-9800,"16925 Ventura Boulevard, Los Angeles, CA 91316",16 reviews,3.5,No disponible,No disponible,info@thegateencino.com,https://media-cdn.tripadvisor.com/media/photo-s/07/bb/c8/fe/delicious-variety-of.jpg
The Good Pizza,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-827-0500,"8115 W Manchester Ave, Los Angeles, CA 90293-8211",22 reviews,4.5,http://thegoodpizza.com/,https://thegoodpizza.com/menu-marina-del-rey/,carlos@thegoodpizza.com,https://media-cdn.tripadvisor.com/media/photo-s/25/77/45/30/the-best-pizza-margherita.jpg
The Great Greek Restaurant,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-905-5250,"13362 Ventura Blvd, Los Angeles, CA 91423-3939",91 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/14/54/c6/f9/interior.jpg
The Green Olive,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 213-746-4099,"3031 S Figueroa St, Los Angeles, CA 90007-3712",0 reviews,No disponible,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d17803992-Reviews-The_Green_Olive-Los_Angeles_California.html#,No disponible,No disponible
The Holy Grill Food Truck,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 213-444-9681,"120 E 15th St, Los Angeles, CA 90015-2513",1 review,1.0,No disponible,No disponible,No disponible,No disponible
The Holy Grill Restaurant,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-275-4420,"8975 W Pico Blvd, Los Angeles, CA 90035-3332",5 reviews,4.5,http://www.theholygrill770.com/,http://www.theholygrill770.com/menu.html,theholygrill18@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/12/de/da/30/kabab.jpg
The Hummus Bar & Grill,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-344-6606,"18743 Ventura Blvd, Los Angeles, CA 91356-3302",90 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d1047440-Reviews-The_Hummus_Bar_Grill-Los_Angeles_California.html#,info@hummusbargrill.com,https://media-cdn.tripadvisor.com/media/photo-s/04/c9/f1/3f/the-hummus-bar-grill.jpg
The Kitchen Italian Cafe & Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-796-9802,"78 W Union St, Pasadena, CA 91103-3627",64 reviews,4.0,https://www.facebook.com/pages/category/Italian-Restaurant/The-Kitchen-Italian-Cafe-and-Pizzeria-107742899285895/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/12/9d/29/a4/photo0jpg.jpg
The Local Peasant - Sherman Oaks,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 818-501-0234,"14058 Ventura Blvd, Los Angeles, CA 91423-3532",89 reviews,4.5,No disponible,No disponible,info@thelocalpeasant.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/43/db/5f/support-the-restaurant.jpg
The Luggage Room Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-356-4444,"260 S Raymond Ave, Pasadena, CA 91105-2014",248 reviews,4.5,https://lgostationcafe.com/,https://www.tripadvisor.com/Restaurant_Review-g32859-d1988092-Reviews-The_Luggage_Room_Pizzeria-Pasadena_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/4e/ce/02/photo1jpg.jpg
The Mullin Wine Bar,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 213-972-8084,"135 N Grand Ave, Los Angeles, CA 90012-3013",3 reviews,5.0,No disponible,No disponible,esweeney@levyrestaurants.com,https://media-cdn.tripadvisor.com/media/photo-o/21/f0/62/41/small-but-pretty-place.jpg
The Nice Guy,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-360-9500,"401 N La Cienega Blvd, Los Angeles, CA 90048-1906",117 reviews,3.5,http://www.theniceguyla.com/,http://www.theniceguyla.com/menus/,reservations@theniceguyla.com,https://media-cdn.tripadvisor.com/media/photo-s/0c/c4/3a/55/unless-burger-with-truffle.jpg
The Oaks At Lakeside,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 747-217-4002,"16817 Ventura Blvd parking lot entrance on La Maida St, behind the shell gas station, Los Angeles, CA 91436-1703",3 reviews,3.5,No disponible,No disponible,info@theoaksatlakeside.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/68/58/0b/our-oak-burger-a-must.jpg
The Outdoors Coffee,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 310-975-4693,"8400 Santa Monica Blvd, West Hollywood, CA 90069-4296",29 reviews,5.0,http://www.theoutdoorscoffee.com/,https://theoutdoorscoffee.com/menu,gilles@theoutdoorscoffee.com,https://media-cdn.tripadvisor.com/media/photo-s/1c/b1/61/40/another-day-in-coffee.jpg
The Oyster Gourmet Kiosk,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 310-570-0682,"317 S Broadway Grand Central Market, Los Angeles, CA 90013-1222",18 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0b/df/0a/fb/very-cool-spot-to-enjoy.jpg
The Penmar,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 310-310-2576,"1233 Rose Ave, Los Angeles, CA 90291-2986",1 review,5.0,No disponible,No disponible,thepenmar@gmail.com,No disponible
The Powder Room,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 323-469-5001,"1606 N Cahuenga Blvd, Los Angeles, CA 90028-6202",0 reviews,No disponible,No disponible,No disponible,saintfelix.events@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/10/dc/de/04/powder-room-available.jpg
The Proper Restaurant & Bar,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 818-928-1414,"464 Foothill Blvd, La Canada Flintridge, CA 91011-3503",9 reviews,4.0,No disponible,No disponible,randerson@properrestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/19/77/a0/37/community-table-for-cocktails.jpg
The Shelby,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 323-424-3230,"8445 W 3rd St, Los Angeles, CA 90048-4124",3 reviews,4.5,No disponible,No disponible,info@theshelbyla.com,No disponible
The Sherman,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 818-485-2200,"14633 Ventura Blvd Sherman Oaks, Los Angeles, CA 91403-3617",19 reviews,3.5,No disponible,No disponible,info@theshermanla.com,https://media-cdn.tripadvisor.com/media/photo-o/1d/d2/c6/13/the-sherman.jpg
The Six,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 310-837-6662,"10668 W Pico Blvd, Los Angeles, CA 90064-2220",38 reviews,4.0,http://thesixrestaurant.com/,No disponible,thesix@thesixrestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/12/60/35/4f/gluten-free-pizza-at.jpg
The Stinking Rose,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-652-7673,"55 N La Cienega Blvd, Beverly Hills, CA 90211-2204",630 reviews,4.0,http://www.thestinkingrose.com/bh/index.html,https://www.thestinkingrose.com/bh/menu1.html,LAComments@thestinkingrose.com,https://media-cdn.tripadvisor.com/media/photo-s/04/4c/2d/5e/very-tasty-fish-n-chips.jpg
The Stocking Frame DTLA. Italian Restaurant & Pizzeria,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 213-488-0373,"911 S Hill St, Los Angeles, CA 90015-1611",39 reviews,4.0,No disponible,No disponible,stockingframe@gmail.com,https://media-cdn.tripadvisor.com/media/photo-o/0b/be/e9/be/warm-huckleberry-bread.jpg
The Terrace,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-654-7100,"8358 W Sunset Blvd Sunset Tower Hotel, West Hollywood, CA 90069-1516",180 reviews,4.5,http://sunsettowerhotel.com/the-terrace,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/13/ce/ec/5b/photo0jpg.jpg
The West End,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 424-298-5839,"2116B Westwood Blvd, Los Angeles, CA 90025-6331",5 reviews,4.5,No disponible,No disponible,alex.ohayon@gmail.com,No disponible
The White Harte Pub,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 818-224-3822,"22456 Ventura Blvd, Los Angeles, CA 91364-1523",8 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/be/ff/0c/cornish-pasty-with-steak.jpg
The Woodman,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 818-386-9401,"13615 Ventura Blvd, Los Angeles, CA 91423-3701",18 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/10/04/0d/fc/great-drinks-with-awesome.jpg
Tiago Coffee Bar & Kitchen,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 323-466-5600,"7080 Hollywood Blvd, Los Angeles, CA 90028-6906",217 reviews,4.5,No disponible,No disponible,hello@tiagocoffee.com,https://media-cdn.tripadvisor.com/media/photo-s/19/83/29/05/photo2jpg.jpg
Topanga Pizza,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-222-4944,"22994 Ventura Blvd, Los Angeles, CA 91364-1205",22 reviews,4.5,http://www.topangapizza.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/72/f3/cf/antipasta-salad.jpg
Torelli Trattoria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-433-7065,"7469 Melrose Ave, Los Angeles, CA 90046-7565",2 reviews,5.0,No disponible,No disponible,manager@torellitrattoria.com,https://media-cdn.tripadvisor.com/media/photo-s/17/5f/a5/38/perfect-view-of-melrose.jpg
Toscanova,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-551-0499,"10250 Santa Monica Blvd Ste 192, Los Angeles, CA 90067-6417",154 reviews,4.0,No disponible,No disponible,info@neogenesisweb.com,https://media-cdn.tripadvisor.com/media/photo-s/08/5d/b7/e6/view-from-our-table.jpg
Tottino's Pizza,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,No disponible,"1139 N La Brea Ave, Inglewood, CA 90302-1212",7 reviews,3.0,http://www.ordertottinos.com/#,No disponible,No disponible,No disponible
Trastevere Ristorante Italiano,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-962-3700,"6801 Hollywood Blvd Ste 423, Los Angeles, CA 90028-6136",561 reviews,4.0,https://www.facebook.com/pages/Trastevere/102216919820957,https://www.tripadvisor.com/Restaurant_Review-g32655-d6590480-Reviews-Trastevere_Ristorante_Italiano-Los_Angeles_California.html#,trastevere_hollywood@yahoo.com,https://media-cdn.tripadvisor.com/media/photo-s/10/39/2e/dd/trastevere-ristorante.jpg
Trasteverse,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-962-3700,"Hollywood and highland, West Hollywood, CA",21 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/12/93/ff/e0/photo0jpg.jpg
Trattoria 25,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-587-1494,"2501 S Santa Fe Ave, Los Angeles, CA 90058-1115",23 reviews,4.0,http://trattoria25.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/39/f1/96/interior.jpg
Trattoria Allegria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-248-5113,"3600 Ocean View Blvd #12, Glendale, CA 91208-1272",40 reviews,4.5,http://www.trattoriaallegria.com/,http://www.trattoriaallegria.com/menu.html,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/2f/30/79/photo0jpg.jpg
Trattoria Amici,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-502-1220,"889 Americana Way, Glendale, CA 91210-1555",172 reviews,4.0,http://www.amicila.com/,https://www.tripadvisor.com/Restaurant_Review-g32431-d1901330-Reviews-Trattoria_Amici-Glendale_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/53/55/7f/photo1jpg.jpg
Trattoria Bella Roma,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-277-7662,"1509 S Robertson Blvd, Los Angeles, CA 90035-4231",25 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/12/17/70/47/would-you-eat-this-lettuce.jpg
Trattoria Natalie,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-246-1826,"8681 W Pico Blvd, Los Angeles, CA 90035-2315",46 reviews,4.0,http://trattorianatalie.us/,http://trattorianatalie.us/menu.html,trattorianatalie26@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/13/e3/c5/cb/interior.jpg
Trilussa,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-845-8036,"3821 W Riverside Dr, Burbank, CA 91505-4324",1 review,4.0,No disponible,No disponible,No disponible,No disponible
Triple Beam Pizza,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-545-3534,"5918 N Figueroa St, Los Angeles, CA 90042-4230",18 reviews,4.5,http://www.triplebeampizza.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/d4/a9/e2/photo0jpg.jpg
Tumanyan Khinkali Factory,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 818-649-1015,"113 N Maryland Ave, Glendale, CA 91206",40 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/5b/d7/7c/20171124-162402-largejpg.jpg
Tuscan Son,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 424-535-3096,"10700 Santa Monica Blvd #150, Los Angeles, CA 90025-4768",5 reviews,4.0,http://www.tuscansonla.com/,https://www.tuscansonla.com/menu,son@tuscansonla.com,https://media-cdn.tripadvisor.com/media/photo-w/1a/62/82/49/avacado-con-toast.jpg
Tutt'a Post' Trattoria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-652-5992,"235 S La Cienega Blvd, Beverly Hills, CA 90211-3301",30 reviews,4.5,No disponible,No disponible,tuttaposttrattoria@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/15/b4/dc/09/photo3jpg.jpg
Two Guys From Italy,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-240-0020,"405 N Verdugo Rd, Glendale, CA 91206-3947",34 reviews,4.0,http://www.twoguysfromitalypizza.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/03/c3/00/8d/stuffed-rigatoni-and.jpg
Ugo Cafe,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-204-1222,"3865 Cardiff Ave, Culver City, CA 90232-2613",119 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/b5/e0/dc/photo0jpg.jpg
Umberto Trattoria (Umberto Di Roma),Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 310-390-2229,"3905 Sepulveda Blvd, Culver City, CA 90230",3 reviews,4.0,No disponible,No disponible,umbertotrattoria@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/23/2c/44/b6/saturday-night-with-family.jpg
Umberto Trattoria (Umberto Di Roma),Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-390-2229,"3905 Sepulveda Blvd, Culver City, CA 90230",3 reviews,4.0,http://www.umbertotrattoria.com/,https://www.umbertotrattoria.com/menu,umbertotrattoria@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/23/2c/44/b6/saturday-night-with-family.jpg
Upper Crust Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-504-5056,"243 S Beverly Dr, Beverly Hills, CA 90212-3807",10 reviews,4.5,http://www.theuppercrustpizzeria.com/locations/beverlyhills/,https://www.theuppercrustpizzeria.com/beverly-hills-menu/,Shawn@uppercrustwestcoast.com,https://media-cdn.tripadvisor.com/media/photo-p/16/4e/6a/fa/the-two-award-winning.jpg
Urban Press Winery & Restaurant,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 818-561-4858,"316 N San Fernando Blvd, Burbank, CA 91502-1125",8 reviews,4.5,No disponible,No disponible,urbanpresswinery@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/17/e0/e7/e9/newly-released-2017-due.jpg
V,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 510-858-6581,"515 W 7th St, Los Angeles, CA 90014-2500",7 reviews,5.0,https://v.restaurant/los-angeles/,No disponible,hello@v.restaurant,https://media-cdn.tripadvisor.com/media/photo-s/19/57/ac/f2/getlstd-property-photo.jpg
Venice Cucina,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-392-6300,"209 Windward Ave, Los Angeles, CA 90291-3764",58 reviews,3.5,http://venicecucina.com/,No disponible,orders@venicecucina.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/2c/6b/86/ta-img-20200311-134420.jpg
Vernetti,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-799-5886,"225 N Larchmont Blvd, Los Angeles, CA 90004-3706",39 reviews,4.5,http://vernetti.la/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-w/1d/57/c6/05/caption.jpg
